t,cam1_x,cam1_y,cam1_src,cam2_x,cam2_y,cam2_src
17218,660.0,450.0,detected,1275.0,502.0,detected
17219,660.0,465.0,detected,1249.0,480.0,detected
17220,656.0,484.0,detected,1222.0,465.0,detected
17221,656.0,502.0,detected,1200.0,454.0,detected
17222,652.0,532.0,detected,1178.0,446.0,detected
17223,649.0,562.0,detected,1159.0,442.0,detected
17224,645.0,604.0,detected,1144.0,448.0,inpaint
17225,638.0,656.0,detected,1129.0,454.0,detected
17226,634.0,716.0,detected,1118.0,461.0,detected
17227,626.0,788.0,detected,1102.0,469.0,detected
17228,622.0,870.0,detected,1095.0,480.0,detected
17229,619.0,968.0,detected,1091.0,488.0,detected
17230,617.0,977.0,inpaint,1106.0,489.5,inpaint
17231,615.0,986.0,detected,1121.0,491.0,detected
17232,622.0,878.0,detected,1136.0,499.0,detected
17233,626.0,791.0,detected,1159.0,506.0,detected
17234,634.0,731.0,detected,1209.5,538.0,inpaint
17235,638.0,675.0,detected,1260.0,570.0,detected
17236,641.0,630.0,detected,1241.0,562.0,detected
17237,649.0,596.0,detected,1275.0,596.0,detected
17238,652.0,574.0,detected,1309.0,638.0,detected
17239,656.0,551.0,detected,1346.0,686.0,detected
17240,656.0,540.0,detected,1388.0,746.0,detected
17241,664.0,529.0,detected,1436.0,825.0,detected
17242,664.0,529.0,detected,1489.0,919.0,detected
17243,668.0,529.0,detected,1541.0,1024.0,detected
17244,671.0,529.0,detected,,,none
17245,671.0,532.0,detected,,,none
17246,679.0,544.0,detected,,,none
17247,682.0,551.0,detected,,,none
17248,686.0,562.0,detected,,,none
17249,686.0,574.0,detected,,,none
17250,690.0,589.0,detected,,,none
17251,690.0,592.0,detected,,,none
17252,690.0,559.0,detected,,,none
17253,694.0,536.0,detected,,,none
17254,694.0,514.0,detected,,,none
17255,694.0,491.0,detected,,,none
17256,694.0,476.0,detected,,,none
17257,694.0,465.0,detected,,,none
17258,698.0,458.0,detected,,,none
17259,698.0,454.0,detected,,,none
17260,694.0,442.0,detected,,,none
17261,694.0,439.0,detected,,,none
17262,694.0,435.0,detected,,,none
17263,686.0,431.0,detected,,,none
17264,686.0,431.0,detected,,,none
17265,682.0,431.0,detected,,,none
17266,686.0,435.0,detected,,,none
17267,675.0,439.0,detected,,,none
17268,675.0,454.0,detected,,,none
17269,675.0,461.0,detected,,,none
17270,668.0,476.0,detected,,,none
17271,664.0,491.0,detected,,,none
17272,668.0,506.0,detected,,,none
17273,668.0,480.0,detected,,,none
17274,671.0,446.0,detected,,,none
17275,679.0,416.0,detected,,,none
17276,686.0,386.0,detected,,,none
17277,694.0,356.0,detected,,,none
17278,701.0,334.0,detected,,,none
17279,709.0,308.0,detected,,,none
17280,720.0,281.0,detected,,,none
17281,731.0,259.0,detected,1354.0,356.0,detected
17282,742.0,244.0,detected,1301.0,308.0,detected
17283,754.0,225.0,detected,1260.0,270.0,detected
17284,765.0,214.0,detected,1211.0,236.0,detected
17285,776.0,199.0,detected,1170.0,214.0,detected
17286,791.0,191.0,detected,1132.0,199.0,detected
17287,802.0,188.0,detected,1099.0,191.0,detected
17288,821.0,188.0,detected,1065.0,188.0,detected
17289,836.0,191.0,detected,1039.0,191.0,detected
17290,851.0,199.0,detected,1009.0,199.0,detected
17291,870.0,214.0,detected,986.0,210.0,detected
17292,889.0,232.0,detected,964.0,225.0,detected
17293,908.0,259.0,detected,945.0,240.0,detected
17294,930.0,289.0,detected,926.0,262.0,detected
17295,956.0,334.0,detected,908.0,285.0,detected
17296,979.0,379.0,detected,889.0,308.0,detected
17297,1005.0,435.0,detected,878.0,338.0,detected
17298,,,none,866.0,364.0,detected
17299,844.0,180.0,detected,862.0,379.0,detected
17300,848.0,180.0,detected,,,none
17301,851.0,180.0,detected,,,none
17302,,,none,,,none
17303,1181.0,652.0,detected,,,none
17304,1196.0,656.0,detected,619.0,806.0,detected
17305,1208.0,664.0,detected,,,none
17306,1219.0,675.0,detected,,,none
17307,1230.0,686.0,detected,,,none
17308,1238.0,701.0,detected,,,none
17309,1245.0,712.0,detected,,,none
17310,1249.0,660.0,detected,,,none
17311,1252.0,619.0,detected,,,none
17312,938.0,195.0,detected,,,none
17313,1260.0,548.0,detected,,,none
17314,1256.0,518.0,detected,,,none
17315,1264.0,495.0,detected,,,none
17316,1264.0,476.0,detected,,,none
17317,1271.0,458.0,detected,,,none
17318,1271.0,446.0,detected,,,none
17319,1268.0,428.0,detected,,,none
17320,1271.0,420.0,detected,,,none
17321,1256.0,394.0,detected,,,none
17322,1249.0,379.0,detected,,,none
17323,1241.0,356.0,detected,308.0,660.0,detected
17324,1230.0,334.0,detected,398.0,551.0,detected
17325,1219.0,319.0,detected,484.0,465.0,detected
17326,1208.0,304.0,detected,559.0,390.0,detected
17327,1196.0,289.0,detected,619.0,334.0,detected
17328,1181.0,274.0,detected,675.0,292.0,detected
17329,1162.0,262.0,detected,724.0,259.0,detected
17330,1144.0,255.0,detected,765.0,236.0,detected
17331,1125.0,251.0,detected,802.0,218.0,detected
17332,1102.0,251.0,detected,836.0,206.0,detected
17333,1080.0,255.0,detected,870.0,199.0,detected
17334,1054.0,266.0,detected,896.0,195.0,detected
17335,1024.0,278.0,detected,922.0,191.0,detected
17336,986.0,300.0,detected,945.0,199.0,detected
17337,941.0,338.0,detected,964.0,206.0,detected
17338,892.0,382.0,detected,986.0,214.0,detected
17339,,,none,1001.0,221.0,detected
17340,,,none,1020.0,236.0,detected
17341,,,none,1031.0,251.0,detected
17342,1582.0,319.0,detected,1046.0,266.0,detected
17343,1560.0,315.0,detected,1061.0,281.0,detected
17344,1541.0,311.0,detected,1069.0,304.0,detected
17345,1519.0,308.0,detected,1084.0,319.0,detected
17346,1500.0,304.0,detected,1091.0,341.0,detected
17347,1479.5,304.0,inpaint,1106.0,360.0,detected
17348,1459.0,304.0,detected,1114.0,382.0,detected
17349,1436.0,292.0,detected,1121.0,405.0,detected
17350,1414.0,289.0,detected,1129.0,435.0,detected
17351,1399.0,289.0,detected,1132.0,465.0,detected
17352,1384.0,281.0,detected,1132.0,468.5,inpaint
17353,1361.0,281.0,detected,1132.0,472.0,detected
17354,1342.0,281.0,detected,,,none
17355,1324.0,266.0,detected,,,none
17356,1305.0,266.0,detected,,,none
17357,1286.0,262.0,detected,,,none
17358,1271.0,259.0,detected,,,none
17359,1252.0,259.0,detected,,,none
17360,1234.0,255.0,detected,,,none
17361,1219.0,255.0,detected,,,none
17362,1204.0,251.0,detected,,,none
17363,1189.0,251.0,detected,,,none
17364,1174.0,251.0,detected,,,none
17365,1160.0,248.2,inpaint,,,none
17366,1146.0,245.5,inpaint,,,none
17367,1132.0,242.8,inpaint,,,none
17368,1118.0,240.0,detected,,,none
17369,1132.0,244.0,detected,1181.0,420.0,detected
17370,,,none,1178.0,431.0,detected
17371,,,none,1178.0,442.0,detected
17372,,,none,,,none
17373,,,none,,,none
17374,,,none,,,none
17375,,,none,,,none
17376,,,none,,,none
17377,,,none,,,none
17378,,,none,,,none
17379,,,none,,,none
17380,,,none,,,none
17381,,,none,,,none
17382,,,none,,,none
17383,,,none,,,none
17384,,,none,,,none
17385,,,none,,,none
17386,,,none,,,none
17387,,,none,,,none
17388,,,none,,,none
17389,,,none,,,none
17390,,,none,,,none
17391,,,none,,,none
17392,,,none,,,none
17393,,,none,,,none
17394,,,none,,,none
17395,,,none,1125.0,510.0,detected
17396,,,none,1121.0,540.0,detected
17397,,,none,1118.0,559.0,detected
17398,,,none,1110.0,536.0,detected
17399,,,none,1106.0,514.0,detected
17400,,,none,1106.0,499.0,detected
17401,,,none,1102.0,476.0,detected
17402,,,none,1099.0,461.0,detected
17403,,,none,1095.0,461.0,detected
17404,,,none,1088.0,458.0,detected
17405,,,none,1084.0,454.0,detected
17406,,,none,1080.0,454.0,detected
17407,,,none,1076.0,454.0,detected
17408,,,none,1076.0,458.0,detected
17409,,,none,,,none
17410,,,none,,,none
17411,,,none,,,none
17412,,,none,,,none
17413,,,none,,,none
17414,,,none,,,none
17415,,,none,,,none
17416,,,none,,,none
17417,,,none,,,none
17418,,,none,,,none
17419,,,none,,,none
17420,,,none,,,none
17421,,,none,,,none
17422,,,none,,,none
17423,,,none,,,none
17424,,,none,,,none
17425,,,none,,,none
17426,,,none,,,none
17427,,,none,,,none
17428,,,none,,,none
17429,,,none,,,none
17430,,,none,,,none
17431,,,none,,,none
17432,,,none,,,none
17433,,,none,,,none
17434,,,none,,,none
17435,,,none,,,none
17436,,,none,,,none
17437,,,none,,,none
17438,,,none,,,none
17439,,,none,,,none
17440,,,none,,,none
17441,,,none,,,none
17442,,,none,,,none
17443,,,none,,,none
17444,,,none,,,none
17445,,,none,,,none
17446,,,none,,,none
17447,,,none,,,none
17448,,,none,,,none
17449,,,none,,,none
17450,,,none,,,none
17451,,,none,,,none
17452,,,none,,,none
17453,,,none,,,none
17454,,,none,,,none
17455,,,none,,,none
17456,,,none,,,none
17457,,,none,,,none
17458,,,none,,,none
17459,,,none,,,none
17460,,,none,,,none
17461,,,none,,,none
17462,,,none,,,none
17463,,,none,,,none
17464,,,none,,,none
17465,,,none,,,none
17466,,,none,,,none
17467,,,none,,,none
17468,,,none,,,none
17469,,,none,,,none
17470,,,none,,,none
17471,,,none,,,none
17472,,,none,,,none
17473,,,none,,,none
17474,,,none,,,none
17475,,,none,,,none
17476,,,none,,,none
17477,,,none,,,none
17478,,,none,,,none
17479,,,none,,,none
17480,,,none,,,none
17481,,,none,,,none
17482,,,none,,,none
17483,,,none,,,none
17484,,,none,,,none
17485,,,none,,,none
17486,,,none,,,none
17487,,,none,,,none
17488,,,none,,,none
17489,,,none,,,none
17490,,,none,,,none
17491,,,none,,,none
17492,,,none,,,none
17493,,,none,,,none
17494,,,none,,,none
17495,,,none,,,none
17496,,,none,,,none
17497,,,none,,,none
17498,,,none,,,none
17499,,,none,,,none
17500,,,none,,,none
17501,,,none,,,none
17502,,,none,,,none
17503,,,none,,,none
17504,,,none,,,none
17505,,,none,1012.0,431.0,detected
17506,,,none,1009.0,450.0,detected
17507,,,none,1009.0,469.0,detected
17508,,,none,1005.0,488.0,detected
17509,,,none,1001.0,506.0,detected
17510,,,none,998.0,529.0,detected
17511,,,none,998.0,551.0,detected
17512,,,none,998.0,544.0,detected
17513,,,none,994.0,529.0,detected
17514,,,none,990.0,514.0,detected
17515,,,none,990.0,502.0,detected
17516,,,none,986.0,495.0,detected
17517,,,none,982.0,488.0,detected
17518,,,none,982.0,488.0,detected
17519,,,none,979.0,488.0,detected
17520,,,none,979.0,488.0,detected
17521,,,none,979.0,488.0,detected
17522,,,none,975.0,499.0,detected
17523,,,none,971.0,499.0,detected
17524,,,none,964.0,506.0,detected
17525,,,none,941.0,506.0,detected
17526,,,none,919.0,502.0,detected
17527,,,none,896.0,506.0,detected
17528,,,none,870.0,510.0,detected
17529,,,none,844.0,521.0,detected
17530,,,none,814.0,532.0,detected
17531,1162.0,926.0,detected,784.0,551.0,detected
17532,1192.0,855.0,detected,746.0,574.0,detected
17533,1215.0,791.0,detected,709.0,604.0,detected
17534,1234.0,754.0,detected,664.0,638.0,detected
17535,1252.0,720.0,detected,619.0,679.0,detected
17536,1268.0,694.0,detected,566.0,739.0,detected
17537,1282.0,675.0,detected,510.0,799.0,detected
17538,1294.0,660.0,detected,450.0,870.0,detected
17539,1309.0,652.0,detected,390.0,956.0,detected
17540,1316.0,649.0,detected,322.0,1054.0,detected
17541,1320.0,649.0,detected,,,none
17542,1331.0,652.0,detected,,,none
17543,1339.0,656.0,detected,,,none
17544,1346.0,664.0,detected,,,none
17545,1354.0,675.0,detected,,,none
17546,1361.0,641.0,detected,,,none
17547,1369.0,611.0,detected,,,none
17548,1372.0,589.0,detected,652.0,761.0,detected
17549,1380.0,570.0,detected,658.0,761.0,inpaint
17550,1384.0,551.0,detected,664.0,761.0,detected
17551,1391.0,540.0,detected,679.0,754.0,detected
17552,1391.0,529.0,detected,,,none
17553,1391.0,521.0,detected,,,none
17554,1402.0,514.0,detected,,,none
17555,1406.0,476.0,detected,,,none
17556,1406.0,439.0,detected,,,none
17557,1414.0,409.0,detected,,,none
17558,1414.0,375.0,detected,,,none
17559,1414.0,341.0,detected,,,none
17560,1418.0,311.0,detected,,,none
17561,1421.0,281.0,detected,,,none
17562,1421.0,255.0,detected,,,none
17563,1421.0,232.0,detected,,,none
17564,1425.0,206.0,detected,101.0,266.0,detected
17565,1429.0,188.0,detected,146.0,221.0,detected
17566,1429.0,169.0,detected,191.0,191.0,detected
17567,1429.0,154.0,detected,229.0,161.0,detected
17568,1429.0,139.0,detected,266.0,142.0,detected
17569,,,none,304.0,131.0,detected
17570,1331.0,896.0,detected,338.0,124.0,detected
17571,1339.0,904.0,detected,369.0,126.3,inpaint
17572,1342.0,904.0,detected,400.0,128.7,inpaint
17573,1346.0,911.0,detected,431.0,131.0,detected
17574,1346.0,915.0,detected,454.0,139.0,detected
17575,1444.0,142.0,detected,480.0,154.0,detected
17576,1448.0,161.0,detected,506.0,172.0,detected
17577,1451.0,191.0,detected,525.0,191.0,detected
17578,1451.0,218.0,detected,548.0,210.0,detected
17579,1455.0,251.0,detected,570.0,236.0,detected
17580,1455.0,296.0,detected,589.0,262.0,detected
17581,1459.0,349.0,detected,611.0,289.0,detected
17582,1459.0,409.0,detected,626.0,322.0,detected
17583,1462.0,476.0,detected,641.0,352.0,detected
17584,1462.0,562.0,detected,660.0,386.0,detected
17585,1459.0,656.0,detected,679.0,424.0,detected
17586,1459.0,758.0,detected,692.0,438.0,inpaint
17587,1432.0,814.0,detected,705.0,452.0,inpaint
17588,1399.0,810.0,detected,718.0,466.0,inpaint
17589,1354.0,802.0,detected,731.0,480.0,detected
17590,1324.0,814.0,detected,742.0,499.0,detected
17591,1286.0,821.0,detected,758.0,525.0,detected
17592,1252.0,832.0,detected,772.0,551.0,detected
17593,1219.0,851.0,detected,784.0,581.0,detected
17594,1189.0,878.0,detected,799.0,615.0,detected
17595,1159.0,904.0,detected,821.0,652.0,detected
17596,1129.0,934.0,detected,836.0,694.0,detected
17597,1102.0,964.0,detected,855.0,739.0,detected
17598,1076.0,1001.0,detected,874.0,788.0,detected
17599,1046.0,1039.0,detected,885.0,784.0,detected
17600,1031.0,1039.0,detected,896.0,754.0,detected
17601,1016.0,1005.0,detected,908.0,728.0,detected
17602,1001.0,975.0,detected,919.0,705.0,detected
17603,986.0,949.0,detected,930.0,686.0,detected
17604,971.0,930.0,detected,938.0,671.0,detected
17605,956.0,911.0,detected,952.0,656.0,detected
17606,938.0,900.0,detected,964.0,649.0,detected
17607,922.0,892.0,detected,975.0,645.0,detected
17608,908.0,889.0,detected,986.0,645.0,detected
17609,889.0,889.0,detected,998.0,649.0,detected
17610,874.0,896.0,detected,1009.0,652.0,detected
17611,859.0,908.0,detected,1020.0,664.0,detected
17612,844.0,922.0,detected,1031.0,675.0,detected
17613,829.0,941.0,detected,1042.0,694.0,detected
17614,814.0,964.0,detected,1054.0,712.0,detected
17615,799.0,994.0,detected,1061.0,731.0,detected
17616,788.0,1024.0,detected,1072.0,758.0,detected
17617,772.0,1058.0,detected,1080.0,758.0,detected
17618,,,none,1095.0,746.0,detected
17619,739.0,1061.0,detected,1110.0,731.0,detected
17620,720.0,1039.0,detected,1121.0,716.0,detected
17621,701.0,1020.0,detected,1132.0,709.0,detected
17622,682.0,1009.0,detected,1148.0,701.0,detected
17623,664.0,998.0,detected,1159.0,698.0,detected
17624,649.0,994.0,detected,1170.0,698.0,detected
17625,630.0,994.0,detected,1181.0,705.0,detected
17626,611.0,1001.0,detected,1192.0,712.0,detected
17627,596.0,1009.0,detected,1204.0,720.0,detected
17628,581.0,1024.0,detected,1219.0,735.0,detected
17629,566.0,1039.0,detected,1226.0,750.0,detected
17630,555.0,1061.0,detected,1238.0,769.0,detected
17631,544.0,1069.0,detected,1249.0,750.0,detected
17632,529.0,1069.0,detected,1260.0,739.0,detected
17633,506.0,1054.0,detected,1271.0,731.0,detected
17634,491.0,1039.0,detected,1282.0,728.0,detected
17635,476.0,1031.0,detected,1294.0,728.0,detected
17636,461.0,1031.0,detected,1301.0,728.0,detected
17637,446.0,1035.0,detected,1309.0,731.0,detected
17638,435.0,1039.0,detected,1320.0,739.0,detected
17639,424.0,1046.0,detected,1331.0,746.0,detected
17640,412.0,1061.0,detected,1341.0,746.0,inpaint
17641,401.0,1069.0,detected,1351.0,746.0,inpaint
17642,,,none,1361.0,746.0,detected
17643,,,none,1369.0,742.0,detected
17644,,,none,1376.0,739.0,detected
17645,,,none,1388.0,742.0,detected
17646,,,none,,,none
17647,,,none,1448.0,578.0,detected
17648,,,none,1462.0,585.0,detected
17649,,,none,1474.0,592.0,detected
17650,,,none,1481.0,600.0,detected
17651,,,none,1485.0,604.0,detected
17652,,,none,1489.0,608.0,detected
17653,,,none,1489.0,608.0,detected
17654,,,none,1494.8,624.7,inpaint
17655,,,none,1500.6,641.3,inpaint
17656,,,none,1506.3,658.0,inpaint
17657,,,none,1512.1,674.7,inpaint
17658,,,none,1517.9,691.3,inpaint
17659,,,none,1523.7,708.0,inpaint
17660,,,none,1529.4,724.7,inpaint
17661,,,none,1535.2,741.3,inpaint
17662,,,none,1541.0,758.0,detected
17663,,,none,1549.0,758.0,detected
17664,,,none,1556.0,758.0,detected
17665,,,none,1564.0,758.0,detected
17666,,,none,1571.0,758.0,detected
17667,,,none,1575.0,754.0,detected
17668,,,none,1582.0,754.0,detected
17669,,,none,1590.0,754.0,detected
17670,,,none,1601.0,754.0,detected
17671,,,none,1609.0,754.0,detected
17672,,,none,1616.0,754.0,detected
17673,,,none,1620.0,754.0,detected
17674,,,none,1624.0,754.0,detected
17675,,,none,1616.0,754.0,detected
17676,,,none,1616.0,754.0,detected
17677,,,none,1612.0,754.0,detected
17678,,,none,1612.0,754.0,detected
17679,,,none,1609.0,754.0,detected
17680,,,none,1609.0,754.0,detected
17681,,,none,1609.0,754.0,detected
17682,,,none,1609.0,758.0,detected
17683,,,none,1609.0,758.0,detected
17684,,,none,1609.0,758.0,detected
17685,,,none,1605.0,754.0,detected
17686,,,none,1605.0,754.0,detected
17687,,,none,1605.0,754.0,detected
17688,,,none,,,none
17689,,,none,,,none
17690,,,none,,,none
17691,,,none,,,none
17692,,,none,1335.0,521.0,detected
17693,,,none,1331.0,559.0,detected
17694,,,none,1324.0,592.0,detected
17695,,,none,1320.0,566.0,detected
17696,,,none,1316.0,544.0,detected
17697,,,none,1309.0,521.0,detected
17698,,,none,1309.0,502.0,detected
17699,,,none,1305.0,495.0,detected
17700,,,none,1298.0,495.0,detected
17701,,,none,,,none
17702,,,none,,,none
17703,,,none,,,none
17704,,,none,,,none
17705,,,none,,,none
17706,,,none,,,none
17707,,,none,,,none
17708,,,none,,,none
17709,,,none,,,none
17710,,,none,,,none
17711,,,none,,,none
17712,,,none,,,none
17713,,,none,,,none
17714,,,none,,,none
17715,,,none,1189.0,536.0,detected
17716,,,none,1181.0,566.0,detected
17717,,,none,1178.0,551.0,detected
17718,,,none,1174.0,529.0,detected
17719,,,none,1166.0,506.0,detected
17720,,,none,1166.0,484.0,detected
17721,,,none,1159.0,469.0,detected
17722,,,none,1155.0,469.0,detected
17723,,,none,1148.0,472.0,detected
17724,,,none,1140.0,476.0,detected
17725,,,none,,,none
17726,,,none,,,none
17727,,,none,,,none
17728,,,none,,,none
17729,,,none,,,none
17730,,,none,,,none
17731,,,none,,,none
17732,,,none,,,none
17733,,,none,,,none
17734,,,none,,,none
17735,,,none,,,none
17736,,,none,,,none
17737,,,none,1042.0,518.0,detected
17738,,,none,1035.0,548.0,detected
17739,,,none,1028.0,548.0,detected
17740,,,none,1024.0,525.0,detected
17741,,,none,1016.0,506.0,detected
17742,,,none,1012.0,484.0,detected
17743,,,none,1009.0,469.0,detected
17744,,,none,1005.0,458.0,detected
17745,,,none,998.0,454.0,detected
17746,,,none,986.0,454.0,detected
17747,,,none,979.0,454.0,detected
17748,,,none,975.0,461.0,detected
17749,,,none,971.0,465.0,detected
17750,,,none,964.0,461.0,detected
17751,,,none,,,none
17752,,,none,,,none
17753,,,none,,,none
17754,,,none,,,none
17755,,,none,,,none
17756,,,none,,,none
17757,,,none,,,none
17758,,,none,,,none
17759,,,none,,,none
17760,,,none,,,none
17761,,,none,,,none
17762,,,none,,,none
17763,,,none,,,none
17764,,,none,,,none
17765,,,none,,,none
17766,,,none,,,none
17767,,,none,,,none
17768,,,none,,,none
17769,,,none,,,none
17770,,,none,,,none
17771,,,none,881.0,416.0,detected
17772,,,none,881.0,424.0,detected
17773,,,none,885.0,435.0,detected
17774,,,none,881.0,442.0,detected
17775,,,none,881.0,458.0,detected
17776,,,none,881.0,472.0,detected
17777,,,none,878.0,495.0,detected
17778,,,none,874.0,514.0,detected
17779,,,none,874.0,536.0,detected
17780,,,none,874.0,559.0,detected
17781,,,none,870.0,555.0,detected
17782,,,none,870.0,536.0,detected
17783,,,none,866.0,521.0,detected
17784,,,none,866.0,514.0,detected
17785,,,none,866.0,506.0,detected
17786,,,none,859.0,495.0,detected
17787,,,none,859.0,491.0,detected
17788,,,none,859.0,491.0,detected
17789,,,none,859.0,491.0,detected
17790,,,none,859.0,495.0,detected
17791,,,none,855.0,495.0,detected
17792,,,none,855.0,506.0,detected
17793,,,none,855.0,514.0,detected
17794,,,none,872.0,516.0,inpaint
17795,,,none,889.0,518.0,detected
17796,,,none,911.0,514.0,detected
17797,,,none,934.0,525.0,detected
17798,,,none,956.0,536.0,detected
17799,,,none,979.0,555.0,detected
17800,892.0,885.0,detected,1001.0,578.0,detected
17801,866.0,821.0,detected,1031.0,604.0,detected
17802,844.0,765.0,detected,1061.0,638.0,detected
17803,825.0,724.0,detected,1095.0,682.0,detected
17804,806.0,690.0,detected,1132.0,735.0,detected
17805,795.0,664.0,detected,1174.0,802.0,detected
17806,784.0,649.0,detected,1222.0,881.0,detected
17807,769.0,634.0,detected,1271.0,975.0,detected
17808,761.0,630.0,detected,,,none
17809,754.0,626.0,detected,,,none
17810,746.0,626.0,detected,,,none
17811,739.0,630.0,detected,,,none
17812,739.0,634.0,detected,,,none
17813,731.0,641.0,detected,,,none
17814,728.0,626.0,detected,,,none
17815,724.0,600.0,detected,,,none
17816,724.0,574.0,detected,,,none
17817,720.0,551.0,detected,,,none
17818,720.0,536.0,detected,,,none
17819,720.0,521.0,detected,,,none
17820,716.0,514.0,detected,,,none
17821,716.0,502.0,detected,,,none
17822,716.0,491.0,detected,,,none
17823,728.0,454.0,detected,,,none
17824,735.0,416.0,detected,,,none
17825,746.0,379.0,detected,,,none
17826,758.0,341.0,detected,,,none
17827,769.0,308.0,detected,,,none
17828,784.0,274.0,detected,,,none
17829,799.0,244.0,detected,,,none
17830,814.0,214.0,detected,,,none
17831,829.0,184.0,detected,,,none
17832,844.0,154.0,detected,,,none
17833,859.0,124.0,detected,1058.0,75.0,detected
17834,874.0,98.0,detected,1016.0,38.0,detected
17835,892.0,79.0,detected,979.0,15.0,detected
17836,915.0,56.0,detected,,,none
17837,934.0,38.0,detected,,,none
17838,956.0,22.0,detected,,,none
17839,982.0,8.0,detected,,,none
17840,1005.0,4.0,detected,,,none
17841,1028.0,8.0,detected,,,none
17842,,,none,802.0,4.0,detected
17843,1091.0,4.0,detected,788.0,11.0,detected
17844,1118.0,4.0,detected,772.0,26.0,detected
17845,1151.0,15.0,detected,761.0,49.0,detected
17846,1189.0,30.0,detected,746.0,68.0,detected
17847,1234.0,64.0,detected,731.0,90.0,detected
17848,1279.0,98.0,detected,724.0,116.0,detected
17849,1328.0,146.0,detected,712.0,142.0,detected
17850,1380.0,206.0,detected,701.0,169.0,detected
17851,1440.0,278.0,detected,694.0,199.0,detected
17852,1500.0,368.0,detected,686.0,229.0,detected
17853,,,none,679.0,262.0,detected
17854,,,none,671.0,292.0,detected
17855,,,none,664.0,330.0,detected
17856,,,none,664.0,360.0,detected
17857,,,none,656.0,398.0,detected
17858,,,none,649.0,431.0,detected
17859,,,none,645.0,468.5,inpaint
17860,,,none,641.0,506.0,detected
17861,,,none,645.0,540.0,detected
17862,,,none,641.0,551.0,detected
17863,,,none,634.0,521.0,detected
17864,,,none,626.5,489.5,inpaint
17865,,,none,619.0,458.0,detected
17866,,,none,615.0,431.0,detected
17867,,,none,611.0,409.0,detected
17868,,,none,611.0,390.0,detected
17869,,,none,604.0,371.0,detected
17870,,,none,604.0,356.0,detected
17871,,,none,596.0,345.0,detected
17872,,,none,596.0,338.0,detected
17873,,,none,589.0,326.0,detected
17874,,,none,589.0,322.0,detected
17875,,,none,581.0,319.0,detected
17876,,,none,581.0,319.0,detected
17877,,,none,581.0,319.0,detected
17878,,,none,578.0,326.0,detected
17879,,,none,574.0,334.0,detected
17880,,,none,566.0,341.0,detected
17881,,,none,566.0,345.0,detected
17882,,,none,559.0,356.0,detected
17883,,,none,559.0,360.0,detected
17884,,,none,555.0,375.0,detected
17885,,,none,544.0,390.0,detected
17886,,,none,544.0,409.0,detected
17887,,,none,544.0,424.0,detected
17888,,,none,536.0,435.0,detected
17889,,,none,544.0,409.0,detected
17890,,,none,551.0,390.0,detected
17891,,,none,555.0,371.0,detected
17892,,,none,559.0,356.0,detected
17893,,,none,566.0,341.0,detected
17894,,,none,574.0,326.0,detected
17895,,,none,581.0,315.0,detected
17896,1642.0,570.0,detected,592.0,304.0,detected
17897,1552.0,499.0,detected,604.0,300.0,detected
17898,1462.0,435.0,detected,615.0,296.0,detected
17899,1384.0,386.0,detected,626.0,300.0,detected
17900,1316.0,349.0,detected,641.0,304.0,detected
17901,1256.0,322.0,detected,656.0,319.0,detected
17902,1208.0,300.0,detected,679.0,338.0,detected
17903,1162.0,289.0,detected,701.0,364.0,detected
17904,1121.0,281.0,detected,731.0,405.0,detected
17905,1084.0,281.0,detected,769.0,465.0,detected
17906,1054.0,281.0,detected,802.0,532.0,detected
17907,1024.0,285.0,detected,,,none
17908,994.0,296.0,detected,,,none
17909,971.0,304.0,detected,,,none
17910,949.0,319.0,detected,,,none
17911,930.0,334.0,detected,,,none
17912,911.0,349.0,detected,,,none
17913,896.0,368.0,detected,,,none
17914,881.0,386.0,detected,,,none
17915,866.0,405.0,detected,,,none
17916,851.0,424.0,detected,,,none
17917,840.0,446.0,detected,,,none
17918,829.0,469.0,detected,,,none
17919,818.0,495.0,detected,,,none
17920,806.0,521.0,detected,,,none
17921,795.0,555.0,detected,,,none
17922,784.0,581.0,detected,,,none
17923,776.0,566.0,detected,,,none
17924,769.0,555.0,detected,,,none
17925,761.0,548.0,detected,,,none
17926,758.0,540.0,detected,,,none
17927,750.0,544.0,detected,,,none
17928,739.0,544.0,detected,,,none
17929,,,none,,,none
17930,,,none,,,none
17931,,,none,,,none
17932,,,none,,,none
17933,,,none,,,none
17934,,,none,,,none
17935,,,none,,,none
17936,,,none,,,none
17937,,,none,,,none
17938,,,none,,,none
17939,,,none,,,none
17940,,,none,,,none
17941,,,none,,,none
17942,,,none,,,none
17943,,,none,,,none
17944,,,none,,,none
17945,,,none,,,none
17946,,,none,,,none
17947,,,none,,,none
17948,,,none,,,none
17949,664.0,566.0,detected,,,none
17950,664.0,551.0,detected,,,none
17951,660.0,536.0,detected,1481.0,844.0,detected
17952,656.0,521.0,detected,1436.0,765.0,detected
17953,649.0,510.0,detected,1395.0,679.0,detected
17954,652.0,502.0,detected,1354.0,608.0,detected
17955,641.0,499.0,detected,1320.0,555.0,detected
17956,637.5,495.0,inpaint,1290.0,510.0,detected
17957,634.0,491.0,detected,1260.0,472.0,detected
17958,626.0,499.0,detected,1234.0,446.0,detected
17959,619.0,518.0,detected,1211.0,424.0,detected
17960,611.0,532.0,detected,1189.0,409.0,detected
17961,604.0,559.0,detected,1170.0,398.0,detected
