t,cam1_x,cam1_y,cam1_src,cam2_x,cam2_y,cam2_src
5303,1429.0,818.0,detected,379.0,911.0,detected
5304,1451.0,832.0,detected,352.0,941.0,detected
5305,1474.0,851.0,detected,334.0,922.0,detected
5306,1492.0,870.0,detected,315.0,904.0,detected
5307,1508.0,859.0,detected,296.0,892.0,detected
5308,1522.0,836.0,detected,281.0,881.0,detected
5309,1534.0,821.0,detected,262.0,878.0,detected
5310,1545.0,806.0,detected,244.0,878.0,detected
5311,1560.0,795.0,detected,229.0,881.0,detected
5312,1571.0,788.0,detected,214.0,889.0,detected
5313,1582.0,784.0,detected,199.0,896.0,detected
5314,1594.0,784.0,detected,191.0,911.0,detected
5315,1601.0,788.0,detected,176.0,930.0,detected
5316,1609.0,795.0,detected,165.0,952.0,detected
5317,1620.0,810.0,detected,154.0,971.0,detected
5318,1628.0,821.0,detected,139.0,956.0,detected
5319,1635.0,836.0,detected,116.0,949.0,detected
5320,1646.0,832.0,detected,101.0,941.0,detected
5321,1658.0,818.0,detected,86.0,938.0,detected
5322,1669.0,806.0,detected,88.0,938.0,inpaint
5323,1676.0,799.0,detected,90.0,938.0,detected
5324,1668.5,800.8,inpaint,98.0,949.0,detected
5325,1661.0,802.7,inpaint,101.0,964.0,detected
5326,1653.5,804.5,inpaint,109.0,979.0,detected
5327,1646.0,806.3,inpaint,120.0,994.0,detected
5328,1638.5,808.2,inpaint,120.0,1001.0,detected
5329,1631.0,810.0,detected,120.0,994.0,detected
5330,1624.0,818.0,detected,116.0,986.0,detected
5331,1624.0,810.0,detected,120.0,994.0,detected
5332,1620.0,806.0,detected,120.0,994.0,detected
5333,1615.2,806.0,inpaint,120.0,998.0,detected
5334,1610.5,806.0,inpaint,124.0,1009.0,detected
5335,1605.8,806.0,inpaint,128.0,1024.0,detected
5336,1601.0,806.0,detected,128.0,1020.0,detected
5337,1601.0,806.0,detected,128.0,1024.0,detected
5338,1598.0,806.0,detected,128.0,1024.0,detected
5339,,,none,131.0,1028.0,detected
5340,,,none,,,none
5341,,,none,,,none
5342,,,none,,,none
5343,,,none,,,none
5344,,,none,,,none
5345,,,none,,,none
5346,,,none,,,none
5347,,,none,,,none
5348,,,none,,,none
5349,,,none,,,none
5350,,,none,,,none
5351,,,none,,,none
5352,,,none,,,none
5353,,,none,,,none
5354,,,none,,,none
5355,,,none,,,none
5356,,,none,,,none
5357,,,none,,,none
5358,,,none,,,none
5359,,,none,,,none
5360,,,none,,,none
5361,,,none,,,none
5362,,,none,,,none
5363,,,none,,,none
5364,,,none,,,none
5365,1481.0,769.0,detected,,,none
5366,1466.0,758.0,detected,,,none
5367,1444.0,746.0,detected,,,none
5368,1423.0,740.5,inpaint,,,none
5369,1402.0,735.0,detected,,,none
5370,1383.5,727.5,inpaint,,,none
5371,1365.0,720.0,detected,,,none
5372,1354.0,712.0,detected,,,none
5373,1339.0,705.0,detected,,,none
5374,1324.0,698.0,detected,,,none
5375,1309.0,694.0,detected,,,none
5376,1294.0,686.0,detected,,,none
5377,1279.0,679.0,detected,,,none
5378,1264.0,675.0,detected,,,none
5379,1252.0,671.0,detected,,,none
5380,1241.0,664.0,detected,,,none
5381,1226.0,660.0,detected,,,none
5382,1211.0,656.0,detected,,,none
5383,1204.0,649.0,detected,,,none
5384,1189.0,645.0,detected,,,none
5385,1178.0,641.0,detected,,,none
5386,1166.0,638.0,detected,,,none
5387,1155.0,634.0,detected,,,none
5388,1144.0,630.0,detected,,,none
5389,1136.0,622.0,detected,,,none
5390,1125.0,619.0,detected,,,none
5391,1114.0,615.0,detected,,,none
5392,1106.0,611.0,detected,,,none
5393,1095.0,608.0,detected,,,none
5394,1084.0,604.0,detected,,,none
5395,1076.0,600.0,detected,,,none
5396,1069.0,596.0,detected,,,none
5397,1061.0,592.0,detected,,,none
5398,1054.0,589.0,detected,,,none
5399,1046.0,589.0,detected,,,none
5400,,,none,,,none
5401,,,none,,,none
5402,,,none,,,none
5403,,,none,,,none
5404,,,none,,,none
5405,,,none,,,none
5406,,,none,,,none
5407,,,none,,,none
5408,,,none,,,none
5409,,,none,,,none
5410,,,none,,,none
5411,,,none,,,none
5412,,,none,,,none
5413,,,none,,,none
5414,,,none,,,none
5415,,,none,,,none
5416,,,none,,,none
5417,,,none,,,none
5418,,,none,,,none
5419,,,none,,,none
5420,,,none,,,none
5421,,,none,,,none
5422,,,none,,,none
5423,,,none,,,none
5424,,,none,,,none
5425,,,none,,,none
5426,,,none,,,none
5427,,,none,,,none
5428,,,none,,,none
5429,,,none,,,none
5430,,,none,,,none
5431,,,none,,,none
5432,,,none,,,none
5433,,,none,,,none
5434,,,none,,,none
5435,,,none,,,none
5436,832.0,491.0,detected,,,none
5437,836.0,518.0,detected,,,none
5438,829.0,540.0,detected,,,none
5439,829.0,566.0,detected,,,none
5440,825.0,592.0,detected,,,none
5441,821.0,581.0,detected,,,none
5442,821.0,559.0,detected,,,none
5443,818.0,544.0,detected,,,none
5444,814.0,529.0,detected,,,none
5445,810.0,518.0,detected,,,none
5446,810.0,514.0,detected,,,none
5447,810.0,506.0,detected,,,none
5448,806.0,506.0,detected,,,none
5449,806.0,499.0,detected,,,none
5450,832.2,500.8,inpaint,,,none
5451,858.5,502.5,inpaint,,,none
5452,884.8,504.2,inpaint,,,none
5453,911.0,506.0,detected,915.0,870.0,detected
5454,926.0,525.0,detected,866.0,814.0,detected
5455,952.0,544.0,detected,825.0,765.0,detected
5456,986.0,562.0,detected,791.0,731.0,detected
5457,1024.0,589.0,detected,761.0,705.0,detected
5458,1061.0,619.0,detected,735.0,682.0,detected
5459,1102.0,660.0,detected,712.0,671.0,detected
5460,1148.0,705.0,detected,694.0,660.0,detected
5461,1196.0,761.0,detected,679.0,656.0,detected
5462,1245.0,825.0,detected,664.0,656.0,detected
5463,1309.0,908.0,detected,652.0,656.0,detected
5464,1369.0,998.0,detected,641.0,664.0,detected
5465,,,none,634.0,671.0,detected
5466,,,none,626.0,649.0,detected
5467,,,none,619.0,619.0,detected
5468,,,none,615.0,589.0,detected
5469,,,none,608.0,566.0,detected
5470,,,none,604.0,551.0,detected
5471,,,none,600.0,529.0,detected
5472,,,none,596.0,521.0,detected
5473,,,none,592.0,514.0,detected
5474,,,none,589.0,506.0,detected
5475,,,none,585.0,506.0,detected
5476,,,none,585.0,506.0,detected
5477,,,none,585.0,506.0,detected
5478,,,none,585.0,510.0,detected
5479,,,none,589.0,521.0,detected
5480,,,none,589.0,536.0,detected
5481,,,none,589.0,551.0,detected
5482,,,none,592.0,578.0,detected
5483,1635.0,1046.0,detected,596.0,604.0,detected
5484,1564.0,986.0,detected,596.0,634.0,detected
5485,1500.0,934.0,detected,604.0,671.0,detected
5486,1448.0,900.0,detected,608.0,720.0,detected
5487,1399.0,870.0,detected,611.0,769.0,detected
5488,1354.0,848.0,detected,619.0,806.0,detected
5489,1316.0,832.0,detected,626.0,818.0,detected
5490,1290.0,836.0,detected,638.0,829.0,detected
5491,1268.0,829.0,detected,645.0,844.0,detected
5492,1264.0,851.0,detected,652.0,855.0,detected
5493,1256.0,870.0,detected,656.0,862.0,detected
5494,1256.0,885.0,detected,664.0,881.0,detected
5495,1252.0,900.0,detected,664.0,881.0,detected
5496,1249.0,919.0,detected,671.0,866.0,detected
5497,1245.0,938.0,detected,675.0,855.0,detected
5498,1245.0,930.0,detected,679.0,848.0,detected
5499,1241.0,930.0,detected,682.0,844.0,detected
5500,1241.0,926.0,detected,686.0,844.0,detected
5501,1241.0,930.0,detected,694.0,848.0,detected
5502,1238.0,938.0,detected,698.0,851.0,detected
5503,1234.0,952.0,detected,701.0,848.0,detected
5504,1230.0,968.0,detected,705.0,840.0,detected
5505,1230.0,975.0,detected,709.0,832.0,detected
5506,1226.0,971.0,detected,716.0,829.0,detected
5507,1226.0,975.0,detected,716.0,829.0,detected
5508,1226.0,975.0,detected,720.0,829.0,detected
5509,1222.0,982.0,detected,724.0,829.0,detected
5510,1219.0,1001.0,detected,731.0,821.0,detected
5511,1219.0,1001.0,detected,735.0,818.0,detected
5512,1219.0,1001.0,detected,739.0,818.0,detected
5513,1215.0,1009.0,detected,739.0,814.0,detected
5514,1211.0,1020.0,detected,742.0,810.0,detected
5515,1211.0,1024.0,detected,746.0,810.0,detected
5516,1208.0,1028.0,detected,750.0,806.0,detected
5517,1204.0,1035.0,detected,750.0,810.0,detected
5518,1204.0,1039.0,detected,754.0,806.0,detected
5519,1200.0,1046.0,detected,,,none
5520,1196.0,1050.0,detected,,,none
5521,,,none,,,none
5522,,,none,,,none
5523,,,none,,,none
5524,,,none,,,none
5525,,,none,,,none
5526,,,none,,,none
5527,,,none,,,none
5528,,,none,,,none
5529,,,none,,,none
5530,,,none,,,none
5531,,,none,,,none
5532,,,none,,,none
5533,,,none,,,none
5534,,,none,,,none
5535,,,none,,,none
5536,,,none,,,none
5537,975.0,866.0,detected,,,none
5538,979.0,866.0,detected,,,none
5539,982.0,874.0,detected,,,none
5540,998.0,859.0,detected,,,none
5541,1009.0,851.0,detected,,,none
5542,1016.0,836.0,detected,,,none
5543,1024.0,825.0,detected,,,none
5544,,,none,,,none
5545,,,none,,,none
5546,,,none,,,none
5547,,,none,,,none
5548,,,none,,,none
5549,,,none,,,none
5550,,,none,,,none
5551,,,none,,,none
5552,,,none,,,none
5553,,,none,,,none
5554,,,none,,,none
5555,,,none,,,none
5556,,,none,,,none
5557,,,none,,,none
5558,,,none,,,none
5559,,,none,,,none
5560,,,none,,,none
5561,,,none,,,none
5562,,,none,,,none
5563,,,none,,,none
5564,,,none,,,none
5565,,,none,,,none
5566,,,none,,,none
5567,,,none,,,none
5568,,,none,,,none
5569,,,none,,,none
5570,,,none,,,none
5571,,,none,,,none
5572,,,none,,,none
5573,,,none,,,none
5574,,,none,,,none
5575,,,none,,,none
5576,,,none,,,none
5577,,,none,,,none
5578,,,none,,,none
5579,,,none,,,none
5580,,,none,,,none
5581,,,none,,,none
5582,,,none,,,none
5583,,,none,,,none
5584,,,none,,,none
5585,,,none,,,none
5586,,,none,,,none
5587,,,none,,,none
5588,,,none,,,none
5589,,,none,,,none
5590,,,none,,,none
5591,,,none,,,none
5592,,,none,,,none
5593,,,none,,,none
5594,,,none,,,none
5595,,,none,,,none
5596,,,none,,,none
5597,,,none,,,none
5598,,,none,,,none
5599,,,none,,,none
5600,,,none,,,none
5601,,,none,,,none
5602,,,none,,,none
5603,,,none,,,none
5604,,,none,,,none
5605,,,none,,,none
5606,,,none,,,none
5607,,,none,,,none
5608,,,none,,,none
5609,,,none,,,none
5610,,,none,,,none
5611,,,none,,,none
5612,,,none,,,none
5613,,,none,,,none
5614,,,none,,,none
5615,,,none,,,none
5616,,,none,,,none
5617,,,none,,,none
5618,,,none,,,none
5619,,,none,,,none
5620,,,none,,,none
5621,,,none,,,none
5622,,,none,,,none
5623,,,none,,,none
5624,,,none,,,none
5625,,,none,,,none
5626,,,none,,,none
5627,,,none,,,none
5628,,,none,,,none
5629,,,none,,,none
5630,,,none,,,none
5631,,,none,,,none
5632,,,none,,,none
5633,,,none,,,none
5634,,,none,,,none
5635,,,none,,,none
5636,,,none,,,none
5637,,,none,,,none
5638,,,none,,,none
5639,,,none,,,none
5640,,,none,,,none
5641,,,none,,,none
5642,,,none,,,none
5643,,,none,,,none
5644,,,none,,,none
5645,,,none,,,none
5646,,,none,,,none
5647,994.0,495.0,detected,,,none
5648,990.0,518.0,detected,,,none
5649,986.0,540.0,detected,,,none
5650,982.0,566.0,detected,,,none
5651,979.0,589.0,detected,,,none
5652,979.0,566.0,detected,,,none
5653,979.0,548.0,detected,,,none
5654,975.0,529.0,detected,,,none
5655,975.0,518.0,detected,,,none
5656,975.0,510.0,detected,,,none
5657,971.0,499.0,detected,,,none
5658,964.0,491.0,detected,,,none
5659,960.0,491.0,detected,,,none
5660,949.0,499.0,detected,,,none
5661,941.0,506.0,detected,,,none
5662,930.0,514.0,detected,1035.0,832.0,detected
5663,919.0,532.0,detected,1042.0,776.0,detected
5664,904.0,551.0,detected,1054.0,724.0,detected
5665,889.0,574.0,detected,1061.0,682.0,detected
5666,870.0,604.0,detected,1069.0,652.0,detected
5667,851.0,641.0,detected,1072.0,630.0,detected
5668,829.0,686.0,detected,1080.0,611.0,detected
5669,802.0,742.0,detected,1084.0,603.5,inpaint
5670,772.0,799.0,detected,1088.0,596.0,detected
5671,739.0,889.0,detected,1091.0,592.0,detected
5672,705.0,979.0,detected,1099.0,592.0,detected
5673,,,none,1102.0,592.0,detected
5674,,,none,1106.0,600.0,detected
5675,,,none,1110.0,604.0,detected
5676,,,none,1114.0,578.0,detected
5677,,,none,1121.0,551.0,detected
5678,,,none,1125.0,529.0,detected
5679,,,none,1125.0,506.0,detected
5680,,,none,1129.0,491.0,detected
5681,,,none,1136.0,480.0,detected
5682,,,none,1129.0,469.0,detected
5683,,,none,1129.0,469.0,detected
5684,,,none,1110.0,476.0,detected
5685,,,none,1095.0,484.0,detected
5686,,,none,1080.0,495.0,detected
5687,,,none,1061.0,506.0,detected
5688,,,none,1046.0,525.0,detected
5689,,,none,1024.0,548.0,detected
5690,,,none,1001.0,578.0,detected
5691,,,none,979.0,611.0,detected
5692,836.0,945.0,detected,949.0,652.0,detected
5693,889.0,889.0,detected,922.0,705.0,detected
5694,930.0,848.0,detected,889.0,761.0,detected
5695,,,none,855.0,829.0,detected
5696,,,none,838.7,817.7,inpaint
5697,,,none,822.3,806.3,inpaint
5698,,,none,806.0,795.0,detected
5699,,,none,802.0,746.0,detected
5700,,,none,802.0,701.0,detected
5701,,,none,799.0,656.0,detected
5702,,,none,799.0,619.0,detected
5703,,,none,799.0,592.0,detected
5704,,,none,799.0,566.0,detected
5705,,,none,799.0,544.0,detected
5706,1125.0,694.0,detected,799.0,529.0,detected
5707,1136.0,701.0,detected,795.0,518.0,detected
5708,1144.0,716.0,detected,795.0,512.0,inpaint
5709,1151.0,735.0,detected,795.0,506.0,detected
5710,1162.0,761.0,detected,795.0,506.0,detected
5711,1174.0,791.0,detected,797.0,512.0,inpaint
5712,1185.0,832.0,detected,799.0,518.0,detected
5713,1196.0,878.0,detected,799.0,525.0,detected
5714,1211.0,934.0,detected,799.0,532.0,detected
5715,1222.0,998.0,detected,802.0,551.0,detected
5716,,,none,802.0,566.0,detected
5717,656.0,221.0,detected,802.0,581.0,detected
5718,656.0,221.0,detected,806.0,604.0,detected
5719,664.0,221.0,detected,806.0,622.0,detected
5720,668.0,221.0,detected,806.0,615.0,detected
5721,675.0,221.0,detected,802.0,585.0,detected
5722,675.0,221.0,detected,802.0,562.0,detected
5723,686.0,221.0,detected,802.0,544.0,detected
5724,694.0,221.0,detected,799.0,525.0,detected
5725,698.0,221.0,detected,799.0,514.0,detected
5726,703.5,221.0,inpaint,795.0,506.0,detected
5727,709.0,221.0,detected,799.0,502.0,detected
5728,709.0,225.0,detected,,,none
5729,720.0,221.0,detected,,,none
5730,720.0,221.0,detected,,,none
5731,731.0,221.0,detected,,,none
5732,739.0,221.0,detected,,,none
5733,746.0,221.0,detected,,,none
5734,750.0,221.0,detected,,,none
5735,758.0,221.0,detected,,,none
5736,765.0,221.0,detected,,,none
5737,772.0,225.0,detected,,,none
5738,780.0,225.0,detected,,,none
5739,,,none,,,none
5740,1346.0,746.0,detected,,,none
5741,1335.0,682.0,detected,,,none
5742,1320.0,626.0,detected,630.0,484.0,detected
5743,1309.0,585.0,detected,604.0,506.0,detected
5744,1301.0,551.0,detected,578.0,532.0,detected
5745,1290.0,525.0,detected,551.0,566.0,detected
5746,,,none,521.0,604.0,detected
5747,844.0,229.0,detected,540.0,555.0,detected
5748,855.0,229.0,detected,540.0,551.0,detected
5749,862.0,232.0,detected,540.0,544.0,detected
5750,870.0,232.0,detected,540.0,544.0,detected
5751,881.0,232.0,detected,540.0,551.0,detected
5752,,,none,544.0,559.0,detected
5753,1492.0,739.0,detected,544.0,566.0,detected
5754,1545.0,821.0,detected,548.0,581.0,detected
5755,1601.0,915.0,detected,548.0,596.0,detected
5756,1658.0,1024.0,detected,551.0,611.0,detected
5757,,,none,551.0,634.0,detected
5758,,,none,551.0,626.0,detected
5759,,,none,551.0,589.0,detected
5760,,,none,548.0,555.0,detected
5761,,,none,548.0,529.0,detected
5762,,,none,544.0,506.0,detected
5763,,,none,544.0,484.0,detected
5764,,,none,544.0,461.0,detected
5765,,,none,544.0,446.0,detected
5766,,,none,544.0,431.0,detected
5767,,,none,544.0,424.0,detected
5768,,,none,544.0,416.0,detected
5769,,,none,544.0,409.0,detected
5770,,,none,544.0,409.0,detected
5771,,,none,544.0,416.0,detected
5772,,,none,544.0,416.0,detected
5773,,,none,544.0,422.0,inpaint
5774,,,none,544.0,428.0,detected
5775,,,none,544.0,435.0,inpaint
5776,,,none,544.0,442.0,detected
5777,,,none,536.0,450.0,detected
5778,,,none,532.0,454.0,detected
5779,,,none,529.0,472.0,detected
5780,,,none,525.0,469.0,detected
5781,,,none,510.0,491.0,detected
5782,,,none,,,none
5783,,,none,,,none
5784,,,none,,,none
5785,,,none,,,none
5786,,,none,,,none
5787,,,none,,,none
5788,,,none,,,none
5789,,,none,,,none
5790,,,none,,,none
5791,,,none,,,none
5792,,,none,,,none
5793,,,none,,,none
5794,,,none,,,none
5795,,,none,,,none
5796,,,none,,,none
5797,,,none,,,none
5798,,,none,,,none
5799,,,none,,,none
5800,,,none,,,none
5801,,,none,,,none
5802,,,none,,,none
5803,,,none,,,none
5804,,,none,,,none
5805,,,none,581.0,255.0,detected
5806,,,none,566.0,255.0,detected
5807,,,none,559.0,259.0,detected
5808,,,none,551.0,259.0,detected
5809,,,none,544.0,259.0,detected
5810,,,none,532.0,262.0,detected
5811,,,none,495.0,259.0,detected
5812,,,none,488.0,262.0,detected
5813,,,none,480.0,266.0,detected
5814,,,none,484.0,266.0,detected
5815,,,none,499.0,270.0,detected
5816,,,none,491.0,270.0,detected
5817,,,none,484.0,274.0,detected
5818,,,none,622.0,401.0,detected
5819,,,none,622.0,405.0,detected
5820,,,none,622.0,416.0,detected
5821,,,none,626.0,428.0,detected
5822,,,none,628.0,454.0,inpaint
5823,1508.0,724.0,detected,630.0,480.0,detected
5824,1455.0,694.0,detected,634.0,502.0,detected
5825,1410.0,671.0,detected,634.0,536.0,detected
5826,1365.0,656.0,detected,638.0,578.0,detected
5827,1328.0,649.0,detected,641.0,630.0,detected
5828,1294.0,649.0,detected,649.0,686.0,detected
5829,1264.0,652.0,detected,652.0,754.0,detected
5830,1234.0,660.0,detected,664.0,829.0,detected
5831,1208.0,668.0,detected,671.0,919.0,detected
5832,1185.0,679.0,detected,,,none
5833,1162.0,694.0,detected,,,none
5834,1144.0,716.0,detected,,,none
5835,1125.0,735.0,detected,,,none
5836,1110.0,754.0,detected,,,none
5837,1102.0,720.0,detected,,,none
5838,1095.0,679.0,detected,,,none
5839,1088.0,641.0,detected,,,none
5840,1084.0,611.0,detected,,,none
5841,1076.0,581.0,detected,,,none
5842,1069.0,559.0,detected,,,none
5843,1061.0,540.0,detected,,,none
5844,1058.0,521.0,detected,,,none
5845,1050.0,510.0,detected,,,none
5846,1046.0,502.0,detected,,,none
5847,1042.0,499.0,detected,,,none
5848,1039.0,495.0,detected,,,none
5849,1031.0,495.0,detected,,,none
5850,,,none,,,none
5851,1050.0,266.0,detected,,,none
5852,1055.5,266.0,inpaint,,,none
5853,1061.0,266.0,detected,,,none
5854,1053.7,270.0,inpaint,,,none
5855,1046.3,274.0,inpaint,,,none
5856,1039.0,278.0,detected,,,none
5857,1050.0,278.0,detected,,,none
5858,1050.0,278.0,detected,,,none
5859,1061.0,278.0,detected,,,none
5860,1069.0,278.0,detected,,,none
5861,1080.0,278.0,detected,,,none
5862,1088.0,278.0,detected,,,none
5863,1088.0,278.0,detected,,,none
5864,1066.6,291.4,inpaint,,,none
5865,1045.2,304.8,inpaint,,,none
5866,1023.8,318.2,inpaint,,,none
5867,1002.4,331.6,inpaint,,,none
5868,981.0,345.0,inpaint,,,none
5869,959.6,358.4,inpaint,,,none
5870,938.2,371.8,inpaint,,,none
5871,916.8,385.2,inpaint,,,none
5872,895.4,398.6,inpaint,,,none
5873,874.0,412.0,detected,,,none
5874,,,none,,,none
5875,671.0,266.0,detected,,,none
5876,686.0,262.0,detected,,,none
5877,690.0,262.0,detected,,,none
5878,709.0,262.0,detected,,,none
5879,720.0,259.0,detected,,,none
5880,731.0,262.0,detected,,,none
5881,746.0,262.0,detected,,,none
5882,761.0,266.0,detected,,,none
5883,776.0,259.0,detected,,,none
5884,788.0,259.0,detected,,,none
5885,791.0,266.0,detected,,,none
5886,795.0,262.0,detected,,,none
5887,806.0,262.0,detected,,,none
5888,818.0,266.0,detected,,,none
5889,829.0,277.2,inpaint,,,none
5890,840.0,288.5,inpaint,,,none
5891,851.0,299.8,inpaint,,,none
5892,862.0,311.0,detected,,,none
5893,872.5,301.8,inpaint,,,none
5894,883.0,292.5,inpaint,,,none
5895,893.5,283.2,inpaint,,,none
5896,904.0,274.0,detected,,,none
5897,922.0,278.0,detected,,,none
5898,926.0,279.5,inpaint,,,none
5899,930.0,281.0,detected,,,none
5900,945.0,281.0,detected,611.0,251.0,detected
5901,968.0,285.0,detected,608.0,255.0,detected
5902,986.0,285.0,detected,600.0,255.0,inpaint
5903,,,none,592.0,255.0,detected
5904,829.0,525.0,detected,585.0,255.0,detected
5905,825.0,548.0,detected,581.0,259.0,detected
5906,821.0,574.0,detected,578.0,259.0,detected
5907,821.0,596.0,detected,574.0,259.0,detected
5908,814.0,570.0,detected,568.0,260.5,inpaint
5909,814.0,551.0,detected,562.0,262.0,detected
5910,814.0,536.0,detected,559.0,266.0,detected
5911,810.0,525.0,detected,551.0,266.0,detected
5912,810.0,514.0,detected,548.0,266.0,detected
5913,,,none,540.0,266.0,detected
5914,1144.0,300.0,detected,536.0,266.0,detected
5915,1159.0,304.0,detected,532.0,266.0,detected
5916,1159.0,304.0,detected,491.0,266.0,detected
5917,1166.0,308.0,detected,488.0,266.0,detected
5918,,,none,,,none
5919,,,none,720.0,889.0,detected
5920,1016.0,570.0,detected,664.0,832.0,detected
5921,1072.0,596.0,detected,619.0,791.0,detected
5922,1132.0,634.0,detected,581.0,761.0,detected
5923,,,none,551.0,739.0,detected
5924,,,none,521.0,720.0,detected
5925,,,none,499.0,709.0,detected
5926,,,none,476.0,701.0,detected
5927,,,none,461.0,694.0,detected
5928,,,none,450.0,694.0,detected
5929,,,none,439.0,668.0,detected
5930,,,none,424.0,638.0,detected
5931,,,none,416.0,611.0,detected
5932,,,none,409.0,589.0,detected
5933,,,none,401.0,574.0,detected
5934,,,none,424.0,562.0,detected
5935,,,none,454.0,559.0,detected
5936,,,none,484.0,555.0,detected
5937,,,none,518.0,555.0,detected
5938,,,none,548.0,559.0,detected
5939,,,none,581.0,566.0,detected
5940,,,none,615.0,570.0,detected
5941,,,none,641.0,585.0,detected
5942,,,none,675.0,596.0,detected
5943,,,none,694.0,585.0,detected
5944,,,none,709.0,574.0,detected
5945,,,none,728.0,562.0,detected
5946,,,none,739.0,555.0,detected
5947,,,none,754.0,551.0,detected
5948,,,none,769.0,548.0,detected
5949,,,none,776.0,548.0,detected
5950,,,none,791.0,551.0,detected
5951,,,none,806.0,559.0,detected
5952,,,none,821.0,566.0,detected
5953,,,none,836.0,574.0,detected
5954,,,none,851.0,566.0,detected
5955,,,none,866.0,559.0,detected
5956,,,none,881.0,551.0,detected
5957,,,none,896.0,548.0,detected
5958,,,none,908.0,544.0,detected
5959,,,none,922.0,548.0,detected
5960,,,none,934.0,551.0,detected
5961,,,none,949.0,555.0,detected
5962,,,none,964.0,559.0,detected
5963,,,none,979.0,551.0,detected
5964,,,none,990.0,548.0,detected
5965,,,none,1001.0,544.0,detected
5966,,,none,1016.0,540.0,detected
5967,,,none,1024.0,540.0,detected
5968,,,none,1039.0,544.0,detected
5969,,,none,1039.8,542.0,inpaint
5970,,,none,1040.5,540.0,inpaint
5971,,,none,1041.2,538.0,inpaint
5972,,,none,1042.0,536.0,detected
5973,,,none,1039.0,536.0,detected
5974,,,none,1039.0,536.0,detected
5975,,,none,1039.0,540.0,detected
5976,,,none,,,none
5977,,,none,,,none
5978,,,none,,,none
5979,,,none,,,none
5980,,,none,,,none
5981,,,none,,,none
5982,,,none,,,none
5983,,,none,,,none
5984,,,none,,,none
5985,,,none,,,none
5986,,,none,,,none
5987,,,none,,,none
5988,,,none,,,none
5989,,,none,,,none
5990,,,none,,,none
5991,,,none,,,none
5992,,,none,,,none
5993,,,none,,,none
5994,,,none,,,none
5995,,,none,,,none
5996,,,none,,,none
5997,,,none,,,none
5998,,,none,,,none
5999,,,none,,,none
6000,,,none,,,none
6001,,,none,,,none
6002,,,none,,,none
6003,,,none,,,none
6004,799.0,1054.0,detected,,,none
6005,821.0,949.0,detected,,,none
6006,848.0,851.0,detected,,,none
6007,874.0,776.0,detected,,,none
6008,892.0,712.0,detected,,,none
6009,911.0,664.0,detected,956.0,431.0,detected
6010,926.0,626.0,detected,937.5,453.5,inpaint
6011,941.0,581.0,detected,919.0,476.0,detected
6012,956.0,566.0,detected,911.0,502.0,detected
6013,971.0,551.0,detected,900.0,532.0,detected
6014,979.0,544.0,detected,885.0,574.0,detected
6015,994.0,536.0,detected,874.0,619.0,detected
6016,1001.0,532.0,detected,859.0,675.0,detected
6017,1005.0,536.0,detected,844.0,739.0,detected
6018,1016.0,548.0,detected,829.0,818.0,detected
6019,1020.0,555.0,detected,814.0,904.0,detected
6020,1028.0,566.0,detected,795.0,1005.0,detected
6021,1031.0,581.0,detected,,,none
6022,1039.0,596.0,detected,,,none
6023,1042.0,619.0,detected,,,none
6024,1050.0,641.0,detected,,,none
6025,1054.0,664.0,detected,,,none
6026,1058.0,686.0,detected,,,none
6027,1061.0,660.0,detected,,,none
6028,1061.0,630.0,detected,,,none
6029,1072.0,600.0,detected,,,none
6030,1069.0,574.0,detected,,,none
6031,1069.0,548.0,detected,,,none
6032,1072.0,529.0,detected,,,none
6033,1080.0,514.0,detected,,,none
6034,1084.0,502.0,detected,,,none
6035,1084.0,499.0,detected,,,none
6036,1084.0,488.0,detected,,,none
6037,1084.0,488.0,detected,,,none
6038,1091.0,484.0,detected,,,none
6039,1095.0,484.0,detected,,,none
6040,1091.0,488.0,detected,,,none
6041,1091.0,476.0,detected,,,none
6042,1091.0,469.0,detected,,,none
6043,,,none,,,none
6044,,,none,,,none
6045,,,none,,,none
6046,,,none,,,none
6047,,,none,,,none
6048,,,none,,,none
6049,,,none,,,none
6050,,,none,,,none
6051,,,none,,,none
6052,,,none,,,none
6053,,,none,,,none
6054,,,none,,,none
6055,,,none,,,none
6056,,,none,,,none
6057,,,none,,,none
6058,,,none,,,none
6059,,,none,,,none
6060,,,none,,,none
6061,,,none,,,none
6062,,,none,,,none
6063,,,none,,,none
6064,,,none,,,none
6065,,,none,,,none
6066,,,none,,,none
6067,,,none,,,none
6068,,,none,,,none
6069,,,none,,,none
6070,,,none,,,none
6071,,,none,,,none
6072,,,none,,,none
6073,,,none,,,none
6074,,,none,,,none
6075,,,none,,,none
6076,,,none,,,none
6077,,,none,,,none
6078,,,none,,,none
6079,851.0,491.0,detected,,,none
6080,851.0,510.0,detected,,,none
6081,844.0,536.0,detected,,,none
6082,840.0,562.0,detected,,,none
6083,836.0,585.0,detected,,,none
6084,832.0,581.0,detected,,,none
6085,832.0,566.0,detected,,,none
6086,829.0,544.0,detected,,,none
6087,829.0,529.0,detected,,,none
6088,825.0,518.0,detected,,,none
6089,825.0,514.0,detected,,,none
6090,821.0,506.0,detected,,,none
6091,821.0,499.0,detected,,,none
6092,831.0,500.0,inpaint,,,none
6093,841.0,501.0,inpaint,,,none
6094,851.0,502.0,detected,,,none
6095,866.0,506.0,detected,,,none
