frame,cam1_detected,cam1_x_px,cam1_y_px,cam2_detected,cam2_x_px,cam2_y_px,court_x_m,court_y_m,court_z_m,source
472,1,2407.5,1916.3,1,1698.3,836.8,5.768,4.939,2.043,both (3D)
473,1,2427.2,1719.3,1,1589.1,846.5,6.691,10.896,,side-1
474,1,2431.0,1548.9,1,1623.9,838.7,5.984,6.212,2.275,both (3D)
475,1,2448.7,1399.7,1,1582.1,853.0,6.104,6.930,2.361,both (3D)
476,1,2456.4,1304.3,1,1543.0,859.9,6.198,7.447,2.432,both (3D)
477,1,2456.0,1221.4,1,1379.7,994.7,7.644,17.271,,side-1
478,1,2459.5,1152.7,1,1470.9,908.5,6.355,8.610,2.495,both (3D)
479,1,2466.1,1084.1,1,1290.0,1076.2,6.680,10.337,2.311,both (3D)
480,1,2467.7,1064.9,1,1866.2,973.8,8.160,20.630,,side-1
481,1,2471.9,1042.1,1,1125.7,1309.7,6.916,11.918,2.084,both (3D)
482,1,2470.9,1021.6,1,1200.2,1183.2,6.812,11.339,2.272,both (3D)
483,1,2470.9,1013.2,1,1117.0,1294.4,6.919,12.020,2.159,both (3D)
484,1,2467.5,1012.7,1,1044.7,1426.0,6.997,12.655,2.022,both (3D)
485,1,2469.7,1028.1,1,946.1,1580.2,7.109,13.254,1.846,both (3D)
486,1,2472.2,1041.2,1,952.5,1582.5,7.111,13.183,1.812,both (3D)
487,1,2472.1,1047.4,1,753.6,1968.8,7.283,14.476,1.488,both (3D)
488,1,2463.1,1072.0,0,,,8.111,20.453,,side-1
489,1,2466.8,1087.5,0,,,8.080,20.077,,side-1
490,1,2464.9,1108.9,0,,,8.001,19.580,,side-1
491,1,2463.7,1136.2,0,,,7.913,18.973,,side-1
492,1,2460.6,1165.4,0,,,7.813,18.358,,side-1
493,1,2456.9,1195.9,0,,,7.713,17.753,,side-1
494,1,2460.8,1142.2,0,,,7.880,18.844,,side-1
495,1,2462.4,1090.5,0,,,8.046,20.007,,side-1
496,1,2470.8,1050.8,0,,,8.227,20.986,,side-1
497,1,2470.4,1006.1,0,,,,,,lost
498,1,2473.0,983.8,0,,,,,,lost
499,1,2475.7,947.9,0,,,,,,lost
500,1,2478.8,926.3,0,,,,,,lost
501,1,2478.7,914.9,1,1778.2,980.1,4.487,21.328,,side-2
502,1,2478.9,903.7,0,,,,,,lost
503,1,2477.9,898.2,0,,,,,,lost
504,1,2479.9,898.7,0,,,,,,lost
505,1,2494.7,895.2,1,1857.7,973.9,4.955,21.450,,side-2
506,0,,,0,,,,,,lost
507,0,,,0,,,,,,lost
508,1,2582.4,1034.9,0,,,8.929,21.403,,side-1
509,1,2574.0,1041.7,0,,,8.852,21.225,,side-1
510,0,,,0,,,,,,lost
511,0,,,1,1887.6,976.0,5.130,21.374,,side-2
512,0,,,0,,,,,,lost
513,1,2546.1,1046.0,1,2646.5,1928.4,8.674,21.112,,side-1
514,0,,,1,1890.6,926.6,,,,lost
515,0,,,1,1948.3,765.3,,,,lost
516,0,,,1,1963.2,754.2,,,,lost
517,1,2532.9,1013.5,0,,,8.731,21.984,,side-1
518,1,2541.6,990.8,0,,,,,,lost
519,1,2544.5,986.3,0,,,,,,lost
520,1,2536.0,977.6,0,,,,,,lost
521,0,,,0,,,,,,lost
522,0,,,0,,,,,,lost
523,0,,,0,,,,,,lost
524,0,,,0,,,,,,lost
525,0,,,0,,,,,,lost
526,1,2462.2,972.7,0,,,,,,lost
527,1,2460.4,985.5,0,,,,,,lost
528,1,2474.4,981.8,0,,,,,,lost
529,1,2484.8,981.8,0,,,,,,lost
530,1,2476.1,979.7,0,,,,,,lost
531,0,,,1,2126.3,783.8,,,,lost
532,0,,,0,,,,,,lost
533,0,,,0,,,,,,lost
534,1,2447.0,1009.6,0,,,,,,lost
535,0,,,0,,,,,,lost
536,1,2428.1,996.4,0,,,,,,lost
537,1,2418.9,987.1,0,,,,,,lost
538,1,2388.6,987.6,0,,,,,,lost
539,1,2391.6,983.1,0,,,,,,lost
540,1,2361.3,987.3,0,,,,,,lost
541,1,2320.5,972.6,0,,,,,,lost
542,1,2318.6,972.1,0,,,,,,lost
543,1,2315.6,962.9,0,,,,,,lost
544,1,2306.4,963.8,0,,,,,,lost
545,1,2303.0,950.2,0,,,,,,lost
546,0,,,0,,,,,,lost
547,1,2257.2,950.4,0,,,,,,lost
548,1,2253.8,963.9,0,,,,,,lost
549,1,2249.0,978.6,0,,,,,,lost
550,1,2244.9,993.8,0,,,,,,lost
551,1,2238.7,1008.6,0,,,,,,lost
552,1,2232.2,1040.0,0,,,6.897,21.261,,side-1
553,1,2215.3,1066.3,0,,,6.747,20.590,,side-1
554,1,2208.8,1106.1,0,,,6.638,19.640,,side-1
555,1,2200.0,1151.8,0,,,6.516,18.639,,side-1
556,1,2189.2,1187.6,0,,,6.408,17.912,,side-1
557,1,2186.2,1191.1,0,,,6.388,17.844,,side-1
558,1,2185.1,1162.5,0,,,6.423,18.416,,side-1
559,1,2183.4,1126.4,0,,,6.470,19.183,,side-1
560,1,2184.0,1108.3,0,,,6.502,19.590,,side-1
561,1,2180.9,1096.0,1,2785.1,1964.0,6.505,19.874,,side-1
562,1,2178.7,1076.1,0,,,6.526,20.347,,side-1
563,1,2176.3,1072.4,0,,,6.520,20.439,,side-1
564,1,2169.5,1070.9,0,,,6.485,20.475,,side-1
565,1,2151.9,1069.1,0,,,6.390,20.518,,side-1
566,1,2140.9,1058.2,0,,,6.345,20.789,,side-1
567,0,,,0,,,,,,lost
568,1,2083.2,1069.5,0,,,6.008,20.507,,side-1
569,1,2066.7,1080.4,0,,,5.905,20.241,,side-1
570,1,2034.0,1098.4,0,,,5.710,19.816,,side-1
571,1,1994.6,1142.0,1,1696.9,2044.5,5.368,14.170,1.152,both (3D)
572,1,1967.5,1163.7,1,1766.5,1907.8,5.239,13.615,1.202,both (3D)
573,1,1942.5,1215.0,1,1833.3,1810.0,5.114,12.998,1.162,both (3D)
574,1,1887.6,1278.3,1,1887.5,1733.9,4.946,12.385,1.094,both (3D)
575,1,1848.9,1338.9,1,2021.6,1562.5,4.689,11.401,1.171,both (3D)
576,1,1795.2,1427.4,0,,,4.532,14.061,,side-1
577,1,1754.4,1530.6,1,2045.8,1567.6,4.492,10.483,0.811,both (3D)
578,1,1703.9,1646.1,1,2081.6,1546.4,4.354,9.887,0.652,both (3D)
579,1,1683.8,1691.2,1,2075.5,1532.7,4.333,9.628,0.605,both (3D)
580,1,1669.8,1739.0,1,2097.9,1578.3,4.274,9.638,0.449,both (3D)
581,1,1663.4,1773.0,1,2122.5,1646.2,4.223,9.797,0.274,both (3D)
582,1,1647.1,1831.1,1,2130.0,1695.2,4.185,9.766,0.094,both (3D)
583,1,1640.7,1852.5,1,2153.9,1753.3,4.136,9.922,-0.045,both (3D)
584,1,1635.1,1824.5,1,2157.1,1759.2,4.123,10.049,-0.008,both (3D)
585,1,1623.9,1775.7,1,2168.6,1723.5,4.090,10.100,0.136,both (3D)
586,1,1619.2,1741.4,1,2183.0,1708.1,4.062,10.181,0.220,both (3D)
587,1,1610.9,1718.5,1,2185.9,1701.4,4.046,10.242,0.270,both (3D)
588,1,1608.7,1701.3,1,2190.4,1697.2,4.036,10.296,0.307,both (3D)
589,1,1607.5,1697.7,1,2202.1,1699.2,4.016,10.326,0.309,both (3D)
590,1,1600.7,1699.2,1,2196.2,1708.4,4.015,10.346,0.292,both (3D)
591,1,1593.0,1699.9,1,2204.2,1722.3,3.991,10.398,0.268,both (3D)
592,1,1589.1,1725.4,1,2217.0,1749.4,3.963,10.406,0.179,both (3D)
593,1,1589.3,1732.0,1,2219.4,1776.0,3.960,10.482,0.125,both (3D)
594,1,1587.2,1763.3,1,2238.2,1825.9,3.925,10.556,-0.011,both (3D)
595,1,1578.9,1756.7,1,2258.4,1841.1,3.882,10.645,-0.023,both (3D)
596,1,1571.2,1736.2,1,2260.2,1830.8,3.868,10.683,0.031,both (3D)
597,1,1561.7,1715.3,1,2269.3,1824.2,3.841,10.740,0.080,both (3D)
598,1,1549.0,1698.8,1,2275.8,1819.1,3.812,10.782,0.118,both (3D)
599,1,1545.6,1698.5,1,2296.6,1818.9,3.775,10.796,0.119,both (3D)
600,1,1533.0,1699.1,1,2305.7,1822.1,3.741,10.802,0.113,both (3D)
601,1,1529.8,1713.6,1,2310.0,1833.7,3.728,10.787,0.067,both (3D)
602,1,1520.5,1729.1,1,2311.9,1841.8,3.709,10.749,0.026,both (3D)
603,1,1519.2,1759.5,1,2328.9,1872.9,3.679,10.755,-0.079,both (3D)
604,1,1504.8,1742.5,1,2341.0,1894.8,3.639,10.892,-0.080,both (3D)
605,1,1496.0,1721.5,1,2357.9,1880.6,3.602,10.931,-0.019,both (3D)
606,1,1485.1,1706.1,1,2367.2,1879.5,3.571,10.984,0.012,both (3D)
607,1,1479.6,1703.4,1,2379.0,1878.5,3.545,10.996,0.019,both (3D)
608,1,1470.7,1721.8,1,2384.0,1881.3,3.521,10.931,-0.021,both (3D)
609,1,1467.6,1726.6,1,2387.9,1899.3,3.510,10.974,-0.057,both (3D)
610,1,1459.1,1728.7,1,2393.1,1909.4,3.488,10.996,-0.077,both (3D)
611,1,1457.0,1712.9,1,2419.8,1917.4,3.447,11.105,-0.057,both (3D)
612,1,1449.6,1702.5,1,2425.3,1911.7,3.428,11.123,-0.029,both (3D)
613,1,1436.1,1699.5,1,2433.8,1910.4,3.394,11.124,-0.021,both (3D)
614,1,1437.3,1714.6,1,2436.0,1925.4,3.391,11.120,-0.073,both (3D)
615,1,1427.9,1711.7,1,2448.8,1938.5,3.357,11.176,-0.086,both (3D)
616,1,1424.0,1701.6,1,2464.1,1938.9,3.329,11.225,-0.067,both (3D)
617,1,1412.7,1701.3,1,2479.7,1941.9,3.288,11.239,-0.071,both (3D)
618,1,1410.1,1711.0,1,2485.0,1945.3,3.275,11.217,-0.095,both (3D)
619,1,1403.2,1701.0,1,2493.6,1960.3,3.252,11.303,-0.096,both (3D)
620,1,1399.6,1699.8,0,,,3.260,11.092,,side-1
621,1,1386.9,1700.3,1,2517.7,1958.8,3.190,11.306,-0.093,both (3D)
622,1,1380.0,1696.3,1,2522.7,1974.4,3.172,11.366,-0.107,both (3D)
623,1,1373.2,1693.4,1,2539.9,1982.4,3.137,11.412,-0.112,both (3D)
624,1,1368.6,1691.2,1,2546.5,1971.7,3.119,11.388,-0.093,both (3D)
625,1,1357.6,1686.2,1,2559.6,1973.4,3.083,11.412,-0.086,both (3D)
626,1,1354.4,1687.9,1,2567.4,1982.8,3.066,11.439,-0.102,both (3D)
627,1,1347.2,1686.2,1,2577.4,1987.5,3.040,11.461,-0.105,both (3D)
628,1,1347.8,1688.0,1,2588.7,1993.1,3.025,11.485,-0.116,both (3D)
629,0,,,1,2597.5,1998.7,6.954,8.238,,side-2
630,0,,,1,2603.7,1991.2,6.979,8.282,,side-2
631,0,,,1,2600.0,2007.2,6.952,8.188,,side-2
632,1,1360.0,1665.9,1,2586.7,2015.0,3.054,11.646,-0.099,both (3D)
633,1,1371.3,1661.3,1,2572.3,2006.1,3.094,11.635,-0.077,both (3D)
634,1,1374.5,1665.9,1,2557.9,2009.2,3.119,11.617,-0.091,both (3D)
635,1,1381.3,1667.9,1,2557.8,2003.8,3.131,11.601,-0.088,both (3D)
636,1,1388.8,1668.6,1,2557.5,2002.6,3.144,11.604,-0.087,both (3D)
637,1,1394.6,1667.6,1,2548.0,2000.4,3.167,11.598,-0.082,both (3D)
638,1,1395.9,1673.3,1,2545.7,2000.1,3.172,11.575,-0.094,both (3D)
639,1,1401.7,1670.2,1,2540.0,2000.6,3.190,11.589,-0.088,both (3D)
640,1,1405.9,1672.8,1,2535.7,2001.8,3.203,11.584,-0.095,both (3D)
641,1,1409.0,1671.3,1,2522.3,2001.8,3.228,11.579,-0.092,both (3D)
642,1,1413.9,1668.7,1,2514.1,2001.7,3.248,11.586,-0.086,both (3D)
643,1,1419.8,1673.2,1,2502.1,2005.9,3.274,11.577,-0.101,both (3D)
644,1,1427.4,1682.6,1,2506.6,2002.2,3.280,11.544,-0.115,both (3D)
645,1,1409.4,1700.3,1,2429.3,2074.6,3.293,11.087,,side-1
646,1,1484.1,1641.7,1,2470.6,2044.4,3.438,11.860,-0.082,both (3D)
647,1,1494.4,1639.4,1,2448.7,2062.5,3.487,11.915,-0.101,both (3D)
648,1,1586.5,1581.1,1,2396.1,2122.6,3.736,12.379,-0.039,both (3D)
649,1,1588.1,1583.5,1,2387.2,2124.7,3.750,12.370,-0.047,both (3D)
650,1,1638.7,1563.7,0,,,3.987,12.436,,side-1
651,1,1668.7,1548.8,0,,,4.090,12.600,,side-1
652,1,1708.2,1520.6,0,,,4.224,12.916,,side-1
653,1,1735.1,1516.1,0,,,4.324,12.968,,side-1
654,1,1761.1,1497.6,0,,,4.417,13.184,,side-1
655,1,1820.0,1460.0,0,,,4.637,13.642,,side-1
656,1,1826.1,1458.7,0,,,4.661,13.659,,side-1
657,1,1841.0,1456.4,0,,,4.720,13.688,,side-1
658,1,1865.3,1439.5,0,,,4.816,13.903,,side-1
659,1,1877.8,1440.5,0,,,4.866,13.890,,side-1
660,1,1945.1,1397.2,0,,,5.145,14.467,,side-1
661,1,1948.7,1398.1,0,,,5.160,14.454,,side-1
662,1,1973.2,1390.9,1,2677.1,1992.8,5.263,14.554,,side-1
663,1,1995.0,1379.9,1,2552.8,1469.5,5.359,14.708,,side-1
664,1,2011.5,1367.5,1,2559.1,1472.8,5.433,14.885,,side-1
665,1,2053.5,1345.5,0,,,5.625,15.209,,side-1
666,1,2065.1,1338.9,0,,,5.679,15.308,,side-1
667,1,2074.4,1335.6,0,,,5.722,15.357,,side-1
668,1,2100.9,1323.9,1,2712.0,1764.0,5.847,15.538,,side-1
669,1,2121.9,1318.2,0,,,5.944,15.625,,side-1
670,1,2133.8,1304.8,0,,,6.009,15.837,,side-1
671,1,2167.5,1293.8,0,,,6.172,16.015,,side-1
672,1,2183.0,1279.1,0,,,6.259,16.257,,side-1
673,1,2189.3,1279.1,0,,,6.288,16.256,,side-1
674,1,2209.7,1272.1,0,,,6.390,16.375,,side-1
675,1,2224.0,1263.8,1,2784.7,1815.0,6.467,16.516,,side-1
676,1,2240.7,1259.8,0,,,6.550,16.585,,side-1
677,1,2258.4,1252.2,0,,,6.644,16.716,,side-1
678,1,2263.7,1226.5,0,,,6.711,17.177,,side-1
679,1,2267.5,1222.5,0,,,6.736,17.250,,side-1
680,1,2253.0,1224.0,0,,,6.663,17.221,,side-1
681,0,,,0,,,,,,lost
682,1,2220.0,1217.5,0,,,6.515,17.342,,side-1
683,1,2200.1,1204.9,1,2827.6,1571.3,6.436,17.578,,side-1
684,1,2187.9,1189.4,0,,,6.399,17.877,,side-1
685,0,,,0,,,,,,lost
686,0,,,0,,,,,,lost
687,1,2007.4,549.0,0,,,,,,lost
688,0,,,0,,,,,,lost
689,1,2127.0,979.5,0,,,,,,lost
690,0,,,0,,,,,,lost
691,0,,,0,,,,,,lost
692,0,,,0,,,,,,lost
693,1,2119.9,559.8,0,,,,,,lost
694,1,2143.8,1092.1,0,,,6.310,19.963,,side-1
695,1,2136.0,1076.2,0,,,6.291,20.343,,side-1
696,1,2117.8,1066.2,0,,,6.204,20.589,,side-1
697,1,2110.5,1042.0,0,,,6.197,21.204,,side-1
698,1,2207.5,548.3,0,,,,,,lost
699,1,2056.3,1017.3,1,3745.2,1752.4,5.915,21.867,,side-1
700,0,,,0,,,,,,lost
701,0,,,0,,,,,,lost
702,1,2002.0,1011.9,0,,,,,,lost
703,1,1263.8,1522.5,0,,,2.551,12.901,,side-1
704,1,1980.0,1016.2,0,,,5.470,21.893,,side-1
705,0,,,1,2917.5,1586.3,8.603,11.302,,side-2
706,0,,,1,2914.6,1593.6,8.576,11.234,,side-2
707,0,,,0,,,,,,lost
708,0,,,0,,,,,,lost
709,0,,,0,,,,,,lost
710,0,,,0,,,,,,lost
711,1,1867.5,1007.2,0,,,,,,lost
712,1,1809.6,992.4,0,,,,,,lost
713,1,1787.4,980.2,0,,,,,,lost
714,1,1774.6,968.1,0,,,,,,lost
715,1,1774.0,963.5,0,,,,,,lost
716,1,1767.7,948.8,0,,,,,,lost
717,1,1767.2,938.6,0,,,,,,lost
718,1,1766.3,937.7,0,,,,,,lost
719,1,1772.8,934.6,0,,,,,,lost
720,1,1762.6,933.8,0,,,,,,lost
721,1,1756.9,940.6,0,,,,,,lost
722,1,1750.4,940.1,0,,,,,,lost
723,1,1751.4,950.5,0,,,,,,lost
724,1,1748.9,963.7,0,,,,,,lost
725,1,1743.2,979.2,0,,,,,,lost
726,1,1744.9,1002.6,0,,,,,,lost
727,1,1727.7,1043.6,1,2761.0,1826.5,4.018,21.155,,side-1
728,1,1726.5,1080.8,0,,,4.043,20.226,,side-1
729,1,1724.6,1110.8,0,,,4.057,19.525,,side-1
730,1,1717.4,1162.6,0,,,4.060,18.410,,side-1
731,1,1712.5,1211.4,0,,,4.070,17.455,,side-1
732,1,1708.6,1200.8,0,,,4.044,17.655,,side-1
733,1,1706.3,1166.2,0,,,4.006,18.337,,side-1
734,1,1707.1,1132.6,0,,,3.983,19.042,,side-1
735,1,1706.2,1122.7,0,,,3.970,19.259,,side-1
736,1,1705.5,1105.7,0,,,3.951,19.642,,side-1
737,1,1705.2,1083.7,0,,,3.929,20.155,,side-1
738,1,1698.9,1074.5,0,,,3.886,20.376,,side-1
739,1,1698.1,1078.0,0,,,3.886,20.294,,side-1
740,0,,,0,,,,,,lost
741,1,1717.7,1063.2,0,,,3.980,20.655,,side-1
742,1,1728.9,1066.5,0,,,4.044,20.575,,side-1
743,1,1759.4,1072.0,0,,,4.217,20.439,,side-1
744,1,1780.1,1086.4,0,,,4.339,20.093,,side-1
745,1,1796.8,1088.5,1,2126.3,2128.3,4.530,14.696,1.236,both (3D)
746,1,1832.5,1128.7,1,2049.7,1957.5,4.667,13.970,1.248,both (3D)
747,1,1870.4,1165.0,1,1875.8,1629.9,4.929,12.584,1.457,both (3D)
748,1,1899.3,1217.1,0,,,4.971,17.348,,side-1
749,0,,,1,994.5,550.4,,,,lost
750,1,1969.6,1340.7,1,1771.3,1459.1,5.239,10.910,1.314,both (3D)
751,1,2011.5,1426.2,1,1759.8,1446.0,5.322,10.415,1.184,both (3D)
752,1,2053.9,1534.9,1,1766.3,1458.7,5.377,9.950,0.986,both (3D)
753,1,2099.4,1656.9,1,1705.8,1404.9,5.538,9.179,0.900,both (3D)
754,1,2142.6,1800.1,1,1699.5,1398.3,5.608,8.562,0.719,both (3D)
755,1,2191.7,1964.1,1,1686.6,1398.1,5.693,7.951,0.518,both (3D)
756,1,2253.2,2126.9,1,1668.5,1396.4,5.801,7.388,0.339,both (3D)
757,0,,,1,1654.9,1393.4,4.105,13.685,,side-2
758,0,,,1,1638.8,1406.3,4.047,13.525,,side-2
759,0,,,1,1608.3,1270.4,3.817,15.445,,side-2
760,0,,,1,1599.7,1215.5,3.725,16.349,,side-2
761,0,,,1,1587.0,1164.4,3.610,17.273,,side-2
762,0,,,1,1588.2,1204.7,3.660,16.540,,side-2
763,0,,,1,1578.8,1106.3,3.496,18.432,,side-2
764,0,,,1,1570.3,1118.5,3.468,18.182,,side-2
765,0,,,1,1563.7,1094.9,3.401,18.680,,side-2
766,0,,,1,1555.9,1084.4,3.344,18.913,,side-2
767,0,,,1,1545.7,1055.9,3.244,19.559,,side-2
768,0,,,1,1542.3,1049.0,3.214,19.723,,side-2
769,0,,,1,1537.7,1048.1,3.187,19.745,,side-2
770,0,,,1,1535.7,1047.0,3.174,19.773,,side-2
771,0,,,1,1593.7,1012.5,3.446,20.587,,side-2
772,0,,,1,1597.6,1001.2,3.452,20.874,,side-2
773,0,,,1,1607.3,997.7,3.503,20.959,,side-2
774,1,2447.5,2125.0,1,1662.8,979.3,5.914,5.222,1.484,both (3D)
775,1,2332.5,1976.3,1,1669.5,981.8,5.805,5.717,1.569,both (3D)
776,1,2231.4,1816.7,1,1675.7,981.5,5.972,10.085,,side-1
777,1,2130.0,1671.3,1,1750.3,973.1,5.447,6.710,1.823,both (3D)
778,1,2055.9,1541.0,1,1739.4,981.5,5.530,12.679,,side-1
779,1,1982.1,1447.5,0,,,5.282,13.799,,side-1
780,1,2070.0,1548.7,1,1832.6,1016.6,5.235,7.460,1.829,both (3D)
781,1,1855.3,1300.4,0,,,4.766,15.909,,side-1
782,0,,,1,1946.3,1104.0,5.401,18.319,,side-2
783,1,1741.1,1213.9,1,2130.8,1287.5,4.353,10.797,1.768,both (3D)
784,1,1705.9,1197.7,1,2066.2,1218.8,4.392,10.423,1.895,both (3D)
785,0,,,0,,,,,,lost
786,1,1635.2,1183.1,1,2192.8,1393.4,4.106,11.421,1.680,both (3D)
787,1,1608.7,1192.5,1,2272.6,1500.0,3.958,11.888,1.531,both (3D)
788,1,1575.9,1188.2,1,2369.5,1639.4,3.787,12.515,1.385,both (3D)
789,1,1674.0,1256.3,0,,,3.922,16.646,,side-1
790,1,1817.4,1350.2,1,2121.6,1572.0,4.607,15.140,,side-1
791,1,1968.1,1459.2,1,1918.9,1474.5,5.223,13.651,,side-1
792,1,2144.9,1593.6,1,1765.4,1402.2,5.827,12.110,,side-1
793,1,2367.6,1787.6,1,1421.0,1281.2,6.427,10.316,,side-1
794,1,2597.6,1975.1,1,1517.8,1307.8,6.932,8.932,,side-1
795,1,2621.2,1976.2,1,1418.4,1282.8,6.708,7.345,0.782,both (3D)
796,1,2401.2,1581.2,1,1338.0,1255.1,6.768,12.236,,side-1
797,0,,,1,2261.2,975.0,7.302,21.185,,side-2
798,0,,,1,1197.2,1240.4,1.869,16.063,,side-2
799,0,,,1,1028.2,1152.3,0.756,17.728,,side-2
800,1,2309.3,1598.7,1,1088.3,1220.3,6.415,12.054,,side-1
801,0,,,1,1047.0,1161.0,0.885,17.550,,side-2
802,1,2347.5,1577.2,1,993.2,1100.6,6.577,12.280,,side-1
803,0,,,1,932.5,1016.0,-0.409,20.862,,side-2
804,0,,,1,931.6,1033.8,-0.316,20.408,,side-2
805,0,,,0,,,,,,lost
806,0,,,1,981.0,990.6,-0.260,21.512,,side-2
807,0,,,1,1104.6,950.4,,,,lost
808,0,,,1,1100.6,956.0,,,,lost
809,0,,,1,1114.5,960.5,,,,lost
810,0,,,1,1180.4,944.7,,,,lost
811,0,,,1,1231.1,973.7,1.188,21.831,,side-2
812,0,,,1,1264.7,987.3,1.445,21.436,,side-2
813,0,,,0,,,,,,lost
814,0,,,1,1494.0,1004.8,2.855,20.840,,side-2
815,1,2482.5,1691.2,1,1432.4,1076.3,6.911,11.149,,side-1
816,0,,,1,1429.4,1075.3,2.645,19.172,,side-2
817,0,,,1,1470.1,1076.2,2.868,19.133,,side-2
818,0,,,1,1483.8,1065.2,2.921,19.376,,side-2
819,0,,,1,1502.9,1070.1,3.034,19.255,,side-2
820,0,,,1,1520.8,1072.0,3.135,19.203,,side-2
821,0,,,1,1550.9,1073.2,3.300,19.163,,side-2
822,0,,,1,1551.4,1070.4,3.299,19.225,,side-2
823,0,,,1,1583.2,1088.2,3.495,18.817,,side-2
824,0,,,1,1591.0,1090.0,3.539,18.774,,side-2
825,0,,,1,1608.7,1117.4,3.666,18.187,,side-2
826,0,,,1,1673.3,1130.9,4.010,17.888,,side-2
827,0,,,0,,,,,,lost
828,0,,,1,1703.4,1135.2,4.165,17.791,,side-2
829,0,,,1,1737.1,1133.6,4.335,17.808,,side-2
830,0,,,1,1732.0,1133.0,4.309,17.822,,side-2
831,0,,,1,1761.6,1138.4,4.460,17.704,,side-2
832,0,,,1,1779.5,1151.7,4.554,17.440,,side-2
833,0,,,1,1853.5,1171.5,4.920,17.040,,side-2
834,0,,,1,1834.9,1186.0,4.830,16.783,,side-2
835,0,,,0,,,,,,lost
836,0,,,1,1929.5,1155.7,5.294,17.305,,side-2
837,0,,,1,1883.5,1154.1,5.068,17.354,,side-2
838,0,,,0,,,,,,lost
839,0,,,1,1845.0,1128.7,4.879,17.862,,side-2
840,0,,,1,1827.8,1116.3,4.791,18.118,,side-2
841,0,,,1,1810.7,1127.0,4.705,17.909,,side-2
842,0,,,1,1793.5,1129.0,4.619,17.877,,side-2
843,0,,,1,1774.8,1136.1,4.526,17.744,,side-2
844,0,,,1,1773.7,1125.0,4.517,17.965,,side-2
845,0,,,0,,,,,,lost
846,0,,,1,1692.7,1230.0,4.173,16.072,,side-2
847,0,,,0,,,,,,lost
848,0,,,1,1704.9,1231.8,4.231,16.037,,side-2
849,0,,,1,1685.4,1256.8,4.156,15.636,,side-2
850,0,,,1,1686.9,1242.0,4.154,15.875,,side-2
851,0,,,1,1693.0,1226.8,4.172,16.126,,side-2
852,0,,,1,1694.0,1219.9,4.173,16.242,,side-2
853,0,,,1,1691.2,1213.5,4.156,16.351,,side-2
854,0,,,1,1692.3,1204.9,4.156,16.500,,side-2
855,0,,,1,1699.9,1219.9,4.201,16.240,,side-2
856,0,,,1,1700.8,1224.2,4.207,16.167,,side-2
857,0,,,1,1700.1,1240.9,4.214,15.888,,side-2
858,0,,,1,1703.2,1260.1,4.238,15.577,,side-2
859,0,,,1,1706.0,1284.8,4.263,15.193,,side-2
860,0,,,1,1705.1,1298.0,4.266,14.994,,side-2
861,0,,,1,1705.4,1281.6,4.259,15.243,,side-2
862,0,,,1,1706.1,1278.7,4.261,15.287,,side-2
863,0,,,1,1713.1,1274.2,4.290,15.353,,side-2
864,0,,,1,1715.8,1233.4,4.282,16.007,,side-2
865,0,,,1,1727.3,1212.0,4.325,16.364,,side-2
866,0,,,0,,,,,,lost
867,0,,,1,1721.3,1207.3,4.295,16.449,,side-2
868,0,,,1,1721.7,1184.3,4.285,16.855,,side-2
869,0,,,1,1734.8,1176.4,4.344,16.995,,side-2
870,0,,,1,1735.4,1164.5,4.342,17.215,,side-2
871,0,,,1,1729.4,1099.4,4.277,18.510,,side-2
872,0,,,0,,,,,,lost
873,0,,,1,1729.3,1102.0,4.278,18.457,,side-2
874,0,,,1,1727.9,1096.1,4.267,18.581,,side-2
875,0,,,1,1725.5,1104.5,4.260,18.406,,side-2
876,0,,,1,1733.2,1117.4,4.307,18.136,,side-2
877,0,,,1,1724.3,1136.7,4.272,17.752,,side-2
878,0,,,1,1717.2,1140.6,4.238,17.678,,side-2
879,0,,,1,1710.2,1148.2,4.208,17.535,,side-2
880,0,,,1,1713.0,1124.9,4.208,17.992,,side-2
881,0,,,1,1712.4,1125.2,4.204,17.987,,side-2
882,0,,,1,1731.6,1096.8,4.287,18.565,,side-2
883,1,2418.8,1548.8,1,1705.9,1044.2,6.876,12.587,,side-1
884,0,,,1,1702.0,999.8,4.055,20.853,,side-2
885,1,2297.4,1947.5,1,1684.5,916.9,5.725,5.429,1.774,both (3D)
886,1,2299.6,1715.6,0,,,6.270,10.932,,side-1
887,1,2307.0,1532.6,1,1642.1,812.0,6.478,12.770,,side-1
888,1,2312.1,1352.0,1,1626.7,741.7,6.733,15.109,,side-1
889,1,2311.8,1189.9,1,1605.0,677.3,7.010,17.867,,side-1
890,1,2318.3,1062.6,1,1617.3,740.8,5.893,7.773,2.919,both (3D)
891,1,2322.4,952.5,1,1557.0,623.3,,,,lost
892,1,2328.5,855.7,0,,,,,,lost
893,1,2321.8,781.6,1,1527.5,574.7,,,,lost
894,1,2331.4,707.5,1,1520.6,580.3,6.066,8.928,3.600,both (3D)
895,1,2326.4,660.6,1,1487.9,562.7,6.113,9.329,3.685,both (3D)
896,1,2328.7,618.8,1,1472.2,555.9,6.139,9.647,3.749,both (3D)
897,1,2323.2,589.4,1,1466.1,555.1,6.140,9.913,3.789,both (3D)
898,1,2322.1,571.9,1,1437.1,558.3,6.181,10.260,3.810,both (3D)
